MGI Gene/Marker ID	Symbol	Name	Chr	Qualifier	Annotated Term	Context	Proteoform	Evidence	Inferred From	Reference(s)
MGI:107788	Atp1b3	ATPase, Na+/K+ transporting, beta 3 polypeptide	9		sodium:potassium-exchanging ATPase complex			ISO	RGD:2172 	J:155856 	
MGI:107788	Atp1b3	ATPase, Na+/K+ transporting, beta 3 polypeptide	9		sodium:potassium-exchanging ATPase complex			ISO	P54709 	J:164563 	
MGI:1915071	Atp1b4	ATPase, (Na+)/K+ transporting, beta 4 polypeptide	X		sodium:potassium-exchanging ATPase complex			IEA	IPR000402 	J:72247 	
MGI:88110	Atp2a2	ATPase, Ca++ transporting, cardiac muscle, slow twitch 2	5		extrinsic component of cytoplasmic side of plasma membrane			ISO	RGD:2174 	J:155856 	
MGI:104653	Atp2b1	ATPase, Ca++ transporting, plasma membrane 1	10		apical plasma membrane			ISO	RGD:621303 	J:155856 	
MGI:104653	Atp2b1	ATPase, Ca++ transporting, plasma membrane 1	10		basolateral plasma membrane			IDA		J:198280 	
MGI:104653	Atp2b1	ATPase, Ca++ transporting, plasma membrane 1	10		basolateral plasma membrane			ISO	RGD:621303 	J:155856 	
MGI:104653	Atp2b1	ATPase, Ca++ transporting, plasma membrane 1	10		cytoplasmic side of plasma membrane			ISO	RGD:621303 	J:155856 	
MGI:104653	Atp2b1	ATPase, Ca++ transporting, plasma membrane 1	10		dendrite membrane			ISO	RGD:621303 	J:155856 	
MGI:104653	Atp2b1	ATPase, Ca++ transporting, plasma membrane 1	10		dendritic spine membrane			ISO	RGD:621303 	J:155856 	
MGI:104653	Atp2b1	ATPase, Ca++ transporting, plasma membrane 1	10		immunological synapse			IDA		J:256009 	
MGI:104653	Atp2b1	ATPase, Ca++ transporting, plasma membrane 1	10		integral component of plasma membrane			IBA	PTN000642960 	J:265628 	
MGI:104653	Atp2b1	ATPase, Ca++ transporting, plasma membrane 1	10		integral component of plasma membrane			TAS		J:84257 	
MGI:104653	Atp2b1	ATPase, Ca++ transporting, plasma membrane 1	10		integral component of presynaptic active zone membrane			ISO	RGD:621303 	J:155856 	
MGI:104653	Atp2b1	ATPase, Ca++ transporting, plasma membrane 1	10		neuronal cell body membrane			ISO	RGD:621303 	J:155856 	
MGI:104653	Atp2b1	ATPase, Ca++ transporting, plasma membrane 1	10		plasma membrane			ISO	P20020 	J:164563 	
MGI:105368	Atp2b2	ATPase, Ca++ transporting, plasma membrane 2	6		apical plasma membrane	is a part of mammary gland,is a part of epithelial cell		IDA		J:131135 	
MGI:105368	Atp2b2	ATPase, Ca++ transporting, plasma membrane 2	6		apical plasma membrane			ISO	RGD:2176 	J:155856 	
MGI:105368	Atp2b2	ATPase, Ca++ transporting, plasma membrane 2	6		integral component of plasma membrane			IBA	PTN000642960 	J:265628 	
MGI:105368	Atp2b2	ATPase, Ca++ transporting, plasma membrane 2	6		integral component of postsynaptic density membrane			ISO	RGD:2176 	J:155856 	
MGI:105368	Atp2b2	ATPase, Ca++ transporting, plasma membrane 2	6		integral component of postsynaptic membrane			ISO	RGD:2176 	J:155856 	
MGI:105368	Atp2b2	ATPase, Ca++ transporting, plasma membrane 2	6		integral component of presynaptic active zone membrane			ISO	RGD:2176 	J:155856 	
MGI:105368	Atp2b2	ATPase, Ca++ transporting, plasma membrane 2	6		neuronal cell body membrane			ISO	RGD:2176 	J:155856 	
MGI:105368	Atp2b2	ATPase, Ca++ transporting, plasma membrane 2	6		plasma membrane			IDA		J:119503 	
MGI:105368	Atp2b2	ATPase, Ca++ transporting, plasma membrane 2	6		plasma membrane			ISO	Q01814 	J:164563 	
MGI:105368	Atp2b2	ATPase, Ca++ transporting, plasma membrane 2	6		postsynaptic density membrane			IBA	PTN002787617 	J:265628 	
MGI:105368	Atp2b2	ATPase, Ca++ transporting, plasma membrane 2	6		postsynaptic density membrane			ISO	RGD:2176 	J:155856 	
MGI:1347353	Atp2b3	ATPase, Ca++ transporting, plasma membrane 3	X		integral component of plasma membrane			IBA	PTN000642960 	J:265628 	
MGI:1347353	Atp2b3	ATPase, Ca++ transporting, plasma membrane 3	X		integral component of presynaptic membrane			ISO	RGD:621304 	J:155856 	
MGI:1347353	Atp2b3	ATPase, Ca++ transporting, plasma membrane 3	X		plasma membrane			ISO	Q16720 	J:164563 	
MGI:88111	Atp2b4	ATPase, Ca++ transporting, plasma membrane 4	1		basolateral plasma membrane			ISO	RGD:621305 	J:155856 	
MGI:88111	Atp2b4	ATPase, Ca++ transporting, plasma membrane 4	1		integral component of plasma membrane			IBA	PTN000642960 	J:265628 	
MGI:88111	Atp2b4	ATPase, Ca++ transporting, plasma membrane 4	1		integral component of plasma membrane			TAS		J:84257 	
MGI:88111	Atp2b4	ATPase, Ca++ transporting, plasma membrane 4	1		integral component of presynaptic active zone membrane			ISO	RGD:621305 	J:155856 	
MGI:88111	Atp2b4	ATPase, Ca++ transporting, plasma membrane 4	1		plasma membrane			ISO	P23634 	J:164563 	
MGI:88111	Atp2b4	ATPase, Ca++ transporting, plasma membrane 4	1		sarcolemma			IDA		J:149624 	
MGI:88111	Atp2b4	ATPase, Ca++ transporting, plasma membrane 4	1		T-tubule			IDA		J:149624 	
MGI:88111	Atp2b4	ATPase, Ca++ transporting, plasma membrane 4	1		T-tubule			ISO	P23634 	J:164563 	
MGI:1889008	Atp2c1	ATPase, Ca++-sequestering	9		plasma membrane			IBA	PTN000643689 	J:265628 	
MGI:1889008	Atp2c1	ATPase, Ca++-sequestering	9		plasma membrane			ISO	RGD:621311 	J:155856 	
MGI:1916297	Atp2c2	ATPase, Ca++ transporting, type 2C, member 2	8		cytoplasmic side of plasma membrane			IDA		J:203715 	
MGI:1916297	Atp2c2	ATPase, Ca++ transporting, type 2C, member 2	8		plasma membrane			IBA	PTN000643689 	J:265628 	
MGI:88113	Atp4a	ATPase, H+/K+ exchanging, gastric, alpha polypeptide	7		apical plasma membrane			ISO	RGD:2177 	J:155856 	
MGI:88113	Atp4a	ATPase, H+/K+ exchanging, gastric, alpha polypeptide	7		plasma membrane			IDA		J:26578 	
MGI:88114	Atp4b	ATPase, H+/K+ exchanging, beta polypeptide	8		plasma membrane			ISO	P18597 	J:26578 	
MGI:88114	Atp4b	ATPase, H+/K+ exchanging, beta polypeptide	8		sodium:potassium-exchanging ATPase complex			IBA	PTN000897489 	J:265628 	
MGI:88115	Atp5a1	ATP synthase, H+ transporting, mitochondrial F1 complex, alpha subunit 1	18		plasma membrane			IBA	PTN000389972 	J:265628 	
MGI:88115	Atp5a1	ATP synthase, H+ transporting, mitochondrial F1 complex, alpha subunit 1	18		plasma membrane			ISO	P25705 	J:164563 	
MGI:107801	Atp5b	ATP synthase, H+ transporting mitochondrial F1 complex, beta subunit	10		plasma membrane			ISO	P06576 	J:164563 	
MGI:106341	Atp5o	ATP synthase, H+ transporting, mitochondrial F1 complex, O subunit	16		plasma membrane			ISO	RGD:621379 	J:155856 	
MGI:106341	Atp5o	ATP synthase, H+ transporting, mitochondrial F1 complex, O subunit	16		plasma membrane			ISO	P48047 	J:164563 	
MGI:109629	Atp6ap1	ATPase, H+ transporting, lysosomal accessory protein 1	X		plasma membrane proton-transporting V-type ATPase complex			IBA	PTN000967409 	J:265628 	
MGI:3648665	Atp6ap1l	ATPase, H+ transporting, lysosomal accessory protein 1-like	13		plasma membrane proton-transporting V-type ATPase complex			IBA	PTN000967409 	J:265628 	
MGI:1917745	Atp6ap2	ATPase, H+ transporting, lysosomal accessory protein 2	X		apical plasma membrane			ISO	RGD:1561269 	J:155856 	
MGI:1917745	Atp6ap2	ATPase, H+ transporting, lysosomal accessory protein 2	X		external side of plasma membrane			IBA	PTN001000649 	J:265628 	
MGI:1917745	Atp6ap2	ATPase, H+ transporting, lysosomal accessory protein 2	X		external side of plasma membrane			ISO	O75787 	J:164563 	
MGI:1917745	Atp6ap2	ATPase, H+ transporting, lysosomal accessory protein 2	X		plasma membrane			IEA	KW-1003 	J:60000 	
MGI:1917745	Atp6ap2	ATPase, H+ transporting, lysosomal accessory protein 2	X		postsynaptic membrane			IEA	KW-0628 	J:60000 	
MGI:103286	Atp6v0a1	ATPase, H+ transporting, lysosomal V0 subunit A1	11		plasma membrane			IBA	PTN000907964 	J:265628 	
MGI:103286	Atp6v0a1	ATPase, H+ transporting, lysosomal V0 subunit A1	11		plasma membrane			ISO	Q93050 	J:164563 	
MGI:104855	Atp6v0a2	ATPase, H+ transporting, lysosomal V0 subunit A2	5		plasma membrane			IBA	PTN000907964 	J:265628 	
MGI:2153480	Atp6v0a4	ATPase, H+ transporting, lysosomal V0 subunit A4	6		apical plasma membrane			IDA		J:150394 J:150397 	
MGI:2153480	Atp6v0a4	ATPase, H+ transporting, lysosomal V0 subunit A4	6		apical plasma membrane			ISO	RGD:1305055 	J:155856 	
MGI:2153480	Atp6v0a4	ATPase, H+ transporting, lysosomal V0 subunit A4	6		apical plasma membrane			ISO	Q9HBG4 	J:164563 	
MGI:2153480	Atp6v0a4	ATPase, H+ transporting, lysosomal V0 subunit A4	6		brush border membrane			ISO	Q9HBG4 	J:164563 	
MGI:2153480	Atp6v0a4	ATPase, H+ transporting, lysosomal V0 subunit A4	6		plasma membrane			IBA	PTN000907964 	J:265628 	
MGI:2153480	Atp6v0a4	ATPase, H+ transporting, lysosomal V0 subunit A4	6		plasma membrane			ISO	Q9HBG4 	J:164563 	
MGI:1201778	Atp6v0d1	ATPase, H+ transporting, lysosomal V0 subunit D1	8		apical plasma membrane			ISO	RGD:1306159 	J:155856 	
MGI:1201778	Atp6v0d1	ATPase, H+ transporting, lysosomal V0 subunit D1	8		plasma membrane proton-transporting V-type ATPase complex			IBA	PTN000867164 	J:265628 	
MGI:1924415	Atp6v0d2	ATPase, H+ transporting, lysosomal V0 subunit D2	4		apical plasma membrane			ISO	RGD:1306900 	J:155856 	
MGI:1924415	Atp6v0d2	ATPase, H+ transporting, lysosomal V0 subunit D2	4		apical plasma membrane			ISO	Q8N8Y2 	J:164563 	
MGI:1924415	Atp6v0d2	ATPase, H+ transporting, lysosomal V0 subunit D2	4		plasma membrane proton-transporting V-type ATPase complex			IBA	PTN000867164 	J:265628 	
MGI:1201780	Atp6v1a	ATPase, H+ transporting, lysosomal V1 subunit A	16		apical plasma membrane			IDA		J:169877 	
MGI:1201780	Atp6v1a	ATPase, H+ transporting, lysosomal V1 subunit A	16		plasma membrane			IBA	PTN000389800 	J:265628 	
MGI:1201780	Atp6v1a	ATPase, H+ transporting, lysosomal V1 subunit A	16		plasma membrane			IDA		J:150394 	
MGI:103285	Atp6v1b1	ATPase, H+ transporting, lysosomal V1 subunit B1	6		apical plasma membrane	is a part of epithelial cell		IDA		J:125875 	
MGI:103285	Atp6v1b1	ATPase, H+ transporting, lysosomal V1 subunit B1	6		apical plasma membrane	is a part of olfactory epithelial cell		IDA		J:169877 	
MGI:103285	Atp6v1b1	ATPase, H+ transporting, lysosomal V1 subunit B1	6		apical plasma membrane			IDA		J:102455 J:102456 J:192002 	
MGI:103285	Atp6v1b1	ATPase, H+ transporting, lysosomal V1 subunit B1	6		apical plasma membrane			ISO	D3ZZS8 	J:148657 	
MGI:103285	Atp6v1b1	ATPase, H+ transporting, lysosomal V1 subunit B1	6		apical plasma membrane			ISO	P15313 	J:164563 	
MGI:103285	Atp6v1b1	ATPase, H+ transporting, lysosomal V1 subunit B1	6		basolateral plasma membrane	is a part of collecting duct		IDA		J:87491 J:101414 	
MGI:103285	Atp6v1b1	ATPase, H+ transporting, lysosomal V1 subunit B1	6		basolateral plasma membrane	is a part of renal intercalated cell		IDA		J:169891 	
MGI:103285	Atp6v1b1	ATPase, H+ transporting, lysosomal V1 subunit B1	6		basolateral plasma membrane			IDA		J:192002 	
MGI:103285	Atp6v1b1	ATPase, H+ transporting, lysosomal V1 subunit B1	6		basolateral plasma membrane			ISO	RGD:1310619 	J:155856 	
MGI:103285	Atp6v1b1	ATPase, H+ transporting, lysosomal V1 subunit B1	6		basolateral plasma membrane			ISO	D3ZZS8 	J:148657 	
MGI:103285	Atp6v1b1	ATPase, H+ transporting, lysosomal V1 subunit B1	6		lateral plasma membrane	is a part of olfactory receptor cell		IDA		J:169877 	
MGI:109618	Atp6v1b2	ATPase, H+ transporting, lysosomal V1 subunit B2	8		apical plasma membrane			IDA		J:183295 	
MGI:109618	Atp6v1b2	ATPase, H+ transporting, lysosomal V1 subunit B2	8		plasma membrane			IDA		J:150394 	
MGI:1913585	Atp6v1c1	ATPase, H+ transporting, lysosomal V1 subunit C1	15		plasma membrane			IDA		J:150394 	
MGI:1913585	Atp6v1c1	ATPase, H+ transporting, lysosomal V1 subunit C1	15		plasma membrane			ISO	RGD:1311082 	J:155856 	
MGI:894326	Atp6v1e1	ATPase, H+ transporting, lysosomal V1 subunit E1	6		apical plasma membrane	is a part of medullary collecting duct,is a part of epithelial cell		IDA		J:103213 	
MGI:894326	Atp6v1e1	ATPase, H+ transporting, lysosomal V1 subunit E1	6		apical plasma membrane			IDA		J:150394 J:169877 	
MGI:1913540	Atp6v1g1	ATPase, H+ transporting, lysosomal V1 subunit G1	4		plasma membrane			IDA		J:150394 	
MGI:1913540	Atp6v1g1	ATPase, H+ transporting, lysosomal V1 subunit G1	4		plasma membrane			ISO	O75348 	J:164563 	
MGI:2450548	Atp6v1g3	ATPase, H+ transporting, lysosomal V1 subunit G3	1		plasma membrane			IDA		J:150324 	
MGI:2450548	Atp6v1g3	ATPase, H+ transporting, lysosomal V1 subunit G3	1		plasma membrane			ISO	RGD:1304635 	J:155856 	
MGI:2450548	Atp6v1g3	ATPase, H+ transporting, lysosomal V1 subunit G3	1		plasma membrane			ISO	Q96LB4 	J:164563 	
MGI:99400	Atp7a	ATPase, Cu++ transporting, alpha polypeptide	X		apical plasma membrane			ISO	RGD:2179 	J:155856 	
MGI:99400	Atp7a	ATPase, Cu++ transporting, alpha polypeptide	X		basolateral plasma membrane			ISO	RGD:2179 	J:155856 	
MGI:99400	Atp7a	ATPase, Cu++ transporting, alpha polypeptide	X		basolateral plasma membrane			ISO	Q04656 	J:164563 	
MGI:99400	Atp7a	ATPase, Cu++ transporting, alpha polypeptide	X		brush border membrane			ISO	RGD:2179 	J:155856 	
MGI:99400	Atp7a	ATPase, Cu++ transporting, alpha polypeptide	X		plasma membrane	is a part of fibroblast		IDA		J:55409 	
MGI:99400	Atp7a	ATPase, Cu++ transporting, alpha polypeptide	X		plasma membrane			ISO	RGD:2179 	J:155856 	
MGI:99400	Atp7a	ATPase, Cu++ transporting, alpha polypeptide	X		plasma membrane			ISO	Q04656 	J:164563 	
MGI:103297	Atp7b	ATPase, Cu++ transporting, beta polypeptide	8	colocalizes_with	basolateral plasma membrane			ISO	P35670 	J:164563 	
MGI:103297	Atp7b	ATPase, Cu++ transporting, beta polypeptide	8		basolateral plasma membrane			ISO	RGD:2180 	J:155856 	
MGI:103297	Atp7b	ATPase, Cu++ transporting, beta polypeptide	8		plasma membrane			ISO	RGD:2180 	J:155856 	
MGI:1330848	Atp8a1	ATPase, aminophospholipid transporter (APLT), class I, type 8A, member 1	5		plasma membrane			IBA	PTN000642368 	J:265628 	
MGI:1330848	Atp8a1	ATPase, aminophospholipid transporter (APLT), class I, type 8A, member 1	5		plasma membrane			ISO	Q9Y2Q0 	J:164563 	
MGI:1354710	Atp8a2	ATPase, aminophospholipid transporter-like, class I, type 8A, member 2	14		plasma membrane			IBA	PTN000642368 	J:265628 	
MGI:1859665	Atp8b1	ATPase, class I, type 8B, member 1	18		apical plasma membrane			ISO	O43520 	J:164563 	
MGI:1859665	Atp8b1	ATPase, class I, type 8B, member 1	18		brush border membrane			ISO	RGD:1308488 	J:155856 	
MGI:1859665	Atp8b1	ATPase, class I, type 8B, member 1	18		integral component of plasma membrane			ISO	O43520 	J:164563 	
MGI:1859665	Atp8b1	ATPase, class I, type 8B, member 1	18		plasma membrane			IBA	PTN000642368 	J:265628 	
MGI:1859665	Atp8b1	ATPase, class I, type 8B, member 1	18		plasma membrane	is a part of type II pneumocyte		IDA		J:211244 	
MGI:1859665	Atp8b1	ATPase, class I, type 8B, member 1	18		plasma membrane			IDA		J:243537 	
MGI:1859665	Atp8b1	ATPase, class I, type 8B, member 1	18		plasma membrane			ISO	O43520 	J:164563 	
MGI:1859660	Atp8b2	ATPase, class I, type 8B, member 2	3		integral component of plasma membrane			ISO	P98198 	J:164563 	
MGI:1859660	Atp8b2	ATPase, class I, type 8B, member 2	3		plasma membrane			IBA	PTN000642368 	J:265628 	
MGI:1859660	Atp8b2	ATPase, class I, type 8B, member 2	3		plasma membrane			ISO	P98198 	J:164563 	
MGI:1914581	Atp8b3	ATPase, class I, type 8B, member 3	10		plasma membrane			IBA	PTN000642368 	J:265628 	
MGI:1859664	Atp8b4	ATPase, class I, type 8B, member 4	2		plasma membrane			IBA	PTN000642368 	J:265628 	
MGI:1859664	Atp8b4	ATPase, class I, type 8B, member 4	2		plasma membrane			ISO	Q8TF62 	J:164563 	
MGI:2444287	Atp8b5	ATPase, class I, type 8B, member 5	4		plasma membrane			IBA	PTN000642368 	J:265628 	
MGI:1330826	Atp9a	ATPase, class II, type 9A	2		plasma membrane			IBA	PTN000642368 	J:265628 	
MGI:1354757	Atp9b	ATPase, class II, type 9B	18		plasma membrane			IBA	PTN000642368 	J:265628 	
MGI:1330809	Atp10a	ATPase, class V, type 10A	7		integral component of plasma membrane			ISO	O60312 	J:164563 	
MGI:1330809	Atp10a	ATPase, class V, type 10A	7		plasma membrane			IBA	PTN000642368 	J:265628 	
MGI:2442688	Atp10b	ATPase, class V, type 10B	11		plasma membrane			IBA	PTN000642368 	J:265628 	
MGI:1354735	Atp11a	ATPase, class VI, type 11A	8		integral component of plasma membrane			ISO	P98196 	J:164563 	
MGI:1354735	Atp11a	ATPase, class VI, type 11A	8		plasma membrane			IBA	PTN000642368 	J:265628 	
MGI:1923545	Atp11b	ATPase, class VI, type 11B	3		plasma membrane			IBA	PTN000642368 	J:265628 	
MGI:1859661	Atp11c	ATPase, class VI, type 11C	X		integral component of plasma membrane			ISO	Q8NB49 	J:164563 	
MGI:1859661	Atp11c	ATPase, class VI, type 11C	X		plasma membrane			IBA	PTN000642368 	J:265628 	
MGI:1859661	Atp11c	ATPase, class VI, type 11C	X		plasma membrane			ISO	Q8NB49 	J:164563 	
MGI:1926943	Atp12a	ATPase, H+/K+ transporting, nongastric, alpha polypeptide	14		apical plasma membrane			ISO	RGD:620569 	J:155856 	
MGI:1926943	Atp12a	ATPase, H+/K+ transporting, nongastric, alpha polypeptide	14		basolateral plasma membrane			IMP	MGI:2177160 	J:119864 	
MGI:1926943	Atp12a	ATPase, H+/K+ transporting, nongastric, alpha polypeptide	14		plasma membrane			ISO	RGD:620569 	J:155856 	
MGI:1916984	Atp23	ATP23 metallopeptidase and ATP synthase assembly factor homolog	10		plasma membrane			ISO	Q9Y6H3 	J:164563 	
MGI:1918918	Atraid	all-trans retinoic acid induced differentiation factor	5		plasma membrane			IEA	KW-1003 	J:60000 	
MGI:1341628	Atrn	attractin	2		plasma membrane			IBA	PTN002576805 	J:265628 	
MGI:1341628	Atrn	attractin	2		plasma membrane			ISO	RGD:69063 	J:155856 	
MGI:2147749	Atrnl1	attractin like 1	19		plasma membrane			IEA	KW-1003 	J:60000 	
MGI:1099442	Atxn3	ataxin 3	12		plasma membrane			ISO	P54252 	J:164563 	
MGI:1859293	Atxn10	ataxin 10	15		plasma membrane			ISO	Q9UBB4 	J:164563 	
MGI:2142124	AU018091	expressed sequence AU018091	7		plasma membrane			IBA	PTN000926816 	J:265628 	
MGI:2140475	AU040320	expressed sequence AU040320	4		plasma membrane			IBA	PTN000801663 	J:265628 	
MGI:1859216	Avpr1a	arginine vasopressin receptor 1A	10		integral component of plasma membrane			IBA	PTN000662653 	J:265628 	
MGI:1859216	Avpr1a	arginine vasopressin receptor 1A	10		plasma membrane			ISO	RGD:2185 	J:155856 	
MGI:1859216	Avpr1a	arginine vasopressin receptor 1A	10		plasma membrane			ISO	P37288 	J:164563 	
MGI:1347010	Avpr1b	arginine vasopressin receptor 1B	1		integral component of plasma membrane			IBA	PTN000662653 	J:265628 	
MGI:1347010	Avpr1b	arginine vasopressin receptor 1B	1		plasma membrane			ISO	RGD:61886 	J:155856 	
MGI:1347010	Avpr1b	arginine vasopressin receptor 1B	1		plasma membrane			ISO	P47901 	J:164563 	
MGI:88123	Avpr2	arginine vasopressin receptor 2	X		integral component of plasma membrane			IBA	PTN000662653 	J:265628 	
MGI:88123	Avpr2	arginine vasopressin receptor 2	X		plasma membrane			ISO	P30518 	J:164563 	
MGI:1096327	Axin1	axin 1	17		lateral plasma membrane			ISO	O15169 	J:73065 	
MGI:1096327	Axin1	axin 1	17		plasma membrane			IDA		J:55044 J:110693 J:236219 	
MGI:1096327	Axin1	axin 1	17		plasma membrane			ISO	RGD:620859 	J:155856 	
MGI:1096327	Axin1	axin 1	17		plasma membrane			NAS		J:162153 	
MGI:1347244	Axl	AXL receptor tyrosine kinase	7		integral component of plasma membrane			IBA	PTN001230349 	J:265628 	
MGI:1347244	Axl	AXL receptor tyrosine kinase	7		plasma membrane			ISO	P30530 	J:164563 	
MGI:103163	Azgp1	alpha-2-glycoprotein 1, zinc	5		external side of plasma membrane			IBA	PTN002703355 	J:265628 	
MGI:88127	B2m	beta-2 microglobulin	2		external side of plasma membrane	is a part of T cell		IDA		J:1767 	
MGI:88127	B2m	beta-2 microglobulin	2		HFE-transferrin receptor complex			ISO	P61769 	J:164563 	
MGI:88127	B2m	beta-2 microglobulin	2		MHC class I protein complex			IEA	IPR015707 	J:72247 	
MGI:88127	B2m	beta-2 microglobulin	2		MHC class I protein complex			IEA	KW-0490 	J:60000 	
MGI:88127	B2m	beta-2 microglobulin	2		plasma membrane			ISO	P61769 	J:164563 	
MGI:1342057	B4galnt1	beta-1,4-N-acetyl-galactosaminyl transferase 1	10		plasma membrane			ISO	RGD:620490 	J:155856 	
MGI:95705	B4galt1	UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 1	4		basolateral plasma membrane			ISO	P15291 	J:164563 	
MGI:95705	B4galt1	UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 1	4		brush border membrane			ISO	P15291 	J:164563 	
MGI:95705	B4galt1	UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 1	4		external side of plasma membrane			ISO	P15291 	J:164563 	
MGI:95705	B4galt1	UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 1	4		plasma membrane	is a part of fat cell		IDA		J:107119 	
MGI:95705	B4galt1	UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 1	4		plasma membrane			IDA		J:32377 	
MGI:95705	B4galt1	UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 1	4		plasma membrane		PR:P15535-1	IMP	MGI:3771315 	J:239030 	
MGI:1346542	Bace1	beta-site APP cleaving enzyme 1	9		integral component of plasma membrane			ISO	P56817 	J:164563 	
MGI:1346542	Bace1	beta-site APP cleaving enzyme 1	9		plasma membrane			IDA		J:276403 	
MGI:1346542	Bace1	beta-site APP cleaving enzyme 1	9		plasma membrane			ISO	P56817 	J:164563 	
MGI:1860440	Bace2	beta-site APP-cleaving enzyme 2	16		plasma membrane			IDA		J:176653 	
MGI:1860440	Bace2	beta-site APP-cleaving enzyme 2	16		plasma membrane			ISO	Q9Y5Z0 	J:164563 	
MGI:1352493	Bag3	BCL2-associated athanogene 3	7		plasma membrane			ISO	O95817 	J:164563 	
MGI:1914634	Bag4	BCL2-associated athanogene 4	8		plasma membrane			ISO	O95429 	J:164563 	
MGI:2137336	Baiap2	brain-specific angiogenesis inhibitor 1-associated protein 2	11		plasma membrane			ISO	RGD:619814 	J:155856 	
MGI:2137336	Baiap2	brain-specific angiogenesis inhibitor 1-associated protein 2	11		plasma membrane			ISO	Q9UQB8 	J:164563 	
MGI:2137336	Baiap2	brain-specific angiogenesis inhibitor 1-associated protein 2	11		synaptic membrane			ISO	RGD:619814 	J:155856 	
MGI:1914148	Baiap2l1	BAI1-associated protein 2-like 1	5		plasma membrane			ISO	Q9UHR4 	J:164563 	
MGI:2652819	Baiap2l2	BAI1-associated protein 2-like 2	15		plasma membrane			IEA	KW-1003 	J:60000 	
MGI:2685783	Baiap3	BAI1-associated protein 3	17		plasma membrane			ISO	O94812 	J:164563 	
MGI:1915260	Bambi	BMP and activin membrane-bound inhibitor	18		plasma membrane			ISO	Q13145 	J:164563 	
MGI:1917600	Basp1	brain abundant, membrane attached signal protein 1	15		plasma membrane			ISO	P80723 	J:164563 	
MGI:1277215	Bbs1	Bardet-Biedl syndrome 1 (human)	19		plasma membrane			IEA	KW-1003 	J:60000 	
MGI:2135267	Bbs2	Bardet-Biedl syndrome 2 (human)	8		plasma membrane			IEA	KW-1003 	J:60000 	
MGI:2143311	Bbs4	Bardet-Biedl syndrome 4 (human)	9		ciliary membrane			ISO	Q96RK4 	J:164563 	
MGI:2143311	Bbs4	Bardet-Biedl syndrome 4 (human)	9		plasma membrane			IEA	KW-1003 	J:60000 	
MGI:1919819	Bbs5	Bardet-Biedl syndrome 5 (human)	2		plasma membrane			IEA	KW-1003 	J:60000 	
MGI:1918742	Bbs7	Bardet-Biedl syndrome 7 (human)	3		plasma membrane			IEA	KW-1003 	J:60000 	
MGI:2442833	Bbs9	Bardet-Biedl syndrome 9 (human)	9		plasma membrane			IEA	KW-1003 	J:60000 	
MGI:2136782	BC004004	cDNA sequence BC004004	17		plasma membrane			ISO	Q6UWU4 	J:164563 	
MGI:2672904	BC034090	cDNA sequence BC034090	1		apical plasma membrane			IBA	PTN001019968 	J:265628 	
MGI:1929940	Bcam	basal cell adhesion molecule	7		integral component of plasma membrane			ISS		J:61456 	
MGI:1929940	Bcam	basal cell adhesion molecule	7		plasma membrane			IDA		J:61456 	
MGI:1350933	Bcap31	B cell receptor associated protein 31	X		integral component of plasma membrane			ISO	P51572 	J:164563 	
MGI:1350933	Bcap31	B cell receptor associated protein 31	X		plasma membrane			IPI	P01873 	J:58767 	
MGI:108091	Bcar1	breast cancer anti-estrogen resistance 1	8	colocalizes_with	plasma membrane			IBA	PTN002240539 	J:265628 	
MGI:108091	Bcar1	breast cancer anti-estrogen resistance 1	8	colocalizes_with	plasma membrane			ISO	P56945 	J:164563 	
MGI:108091	Bcar1	breast cancer anti-estrogen resistance 1	8		plasma membrane			ISO	RGD:2406 	J:155856 	
MGI:88139	Bcl2l1	BCL2-like 1	2	colocalizes_with	clathrin-coated pit			ISO	RGD:2200 	J:155856 	
MGI:88140	Bcl3	B cell leukemia/lymphoma 3	7		plasma membrane			ISO	P20749 	J:164563 	
MGI:1337994	Bcl10	B cell leukemia/lymphoma 10	3		immunological synapse			IDA		J:88285 	
MGI:2443910	Bcorl1	BCL6 co-repressor-like 1	X		plasma membrane			ISO	Q5H9F3 	J:164563 	
MGI:88141	Bcr	BCR activator of RhoGEF and GTPase	10		plasma membrane	is a part of bone marrow,is a part of macrophage		IDA		J:118168 	
MGI:88144	Bdkrb1	bradykinin receptor, beta 1	12		plasma membrane			IBA	PTN001200934 	J:265628 	
MGI:88144	Bdkrb1	bradykinin receptor, beta 1	12		plasma membrane			ISO	RGD:620401 	J:155856 	
MGI:102845	Bdkrb2	bradykinin receptor, beta 2	12		plasma membrane			IBA	PTN001200934 	J:265628 	
MGI:102845	Bdkrb2	bradykinin receptor, beta 2	12		plasma membrane			ISO	RGD:2201 	J:155856 	
MGI:102845	Bdkrb2	bradykinin receptor, beta 2	12		plasma membrane			ISO	P30411 	J:164563 	
MGI:1346332	Best1	bestrophin 1	19		basal plasma membrane			ISO	O76090 	J:164563 	
